population,response,percentage
cd4_t_cell,yes,27.7628
cd4_t_cell,yes,23.7818
cd4_t_cell,yes,29.0091
cd4_t_cell,yes,36.8977
cd4_t_cell,yes,33.1289
cd4_t_cell,yes,32.4256
cd4_t_cell,yes,27.7014
cd4_t_cell,yes,28.0304
cd4_t_cell,yes,27.5683
cd4_t_cell,yes,32.9532
cd4_t_cell,yes,26.7929
cd4_t_cell,yes,29.3729
cd4_t_cell,yes,24.9496
cd4_t_cell,yes,29.7161
cd4_t_cell,yes,38.6594
cd4_t_cell,yes,32.4003
cd4_t_cell,yes,39.1832
cd4_t_cell,yes,35.3128
cd4_t_cell,yes,27.0310
cd4_t_cell,yes,27.4334
cd4_t_cell,yes,33.1932
cd4_t_cell,yes,31.8463
cd4_t_cell,yes,26.2439
cd4_t_cell,yes,31.7722
cd4_t_cell,yes,49.0302
cd4_t_cell,yes,27.0755
cd4_t_cell,yes,37.6406
cd4_t_cell,yes,27.5588
cd4_t_cell,yes,36.2296
cd4_t_cell,yes,33.1070
cd4_t_cell,yes,31.6516
cd4_t_cell,yes,34.5716
cd4_t_cell,yes,25.5991
cd4_t_cell,yes,30.0017
cd4_t_cell,yes,31.9836
cd4_t_cell,yes,28.8167
cd4_t_cell,yes,27.9623
cd4_t_cell,yes,28.0238
cd4_t_cell,yes,37.8989
cd4_t_cell,yes,33.9498
cd4_t_cell,yes,28.8612
cd4_t_cell,yes,20.8935
cd4_t_cell,yes,33.7381
cd4_t_cell,yes,35.5946
cd4_t_cell,yes,24.0280
cd4_t_cell,yes,35.4687
cd4_t_cell,yes,32.2803
cd4_t_cell,yes,28.1076
cd4_t_cell,yes,31.8065
cd4_t_cell,yes,32.1776
cd4_t_cell,yes,24.0090
cd4_t_cell,yes,26.7304
cd4_t_cell,yes,25.0783
cd4_t_cell,yes,36.6011
cd4_t_cell,yes,30.9853
cd4_t_cell,yes,35.1141
cd4_t_cell,yes,28.7412
cd4_t_cell,yes,29.3215
cd4_t_cell,yes,33.1421
cd4_t_cell,yes,23.1745
cd4_t_cell,yes,30.0171
cd4_t_cell,yes,26.0045
cd4_t_cell,yes,34.9705
cd4_t_cell,yes,32.1313
cd4_t_cell,yes,29.7991
cd4_t_cell,yes,35.1887
cd4_t_cell,yes,40.1747
cd4_t_cell,yes,45.4018
cd4_t_cell,yes,23.9342
cd4_t_cell,yes,29.0542
cd4_t_cell,yes,32.7520
cd4_t_cell,yes,33.5667
cd4_t_cell,yes,32.4566
cd4_t_cell,yes,33.2773
cd4_t_cell,yes,36.3813
cd4_t_cell,yes,32.4728
cd4_t_cell,yes,32.3782
cd4_t_cell,yes,24.7509
cd4_t_cell,yes,32.8330
cd4_t_cell,yes,30.6939
cd4_t_cell,yes,22.7311
cd4_t_cell,yes,36.9259
cd4_t_cell,yes,30.1164
cd4_t_cell,yes,15.9078
cd4_t_cell,yes,32.0409
cd4_t_cell,yes,32.4903
cd4_t_cell,yes,27.4826
cd4_t_cell,yes,34.5012
cd4_t_cell,yes,36.6245
cd4_t_cell,yes,24.8063
cd4_t_cell,yes,23.8099
cd4_t_cell,yes,39.5179
cd4_t_cell,yes,31.2915
cd4_t_cell,yes,26.5899
cd4_t_cell,yes,31.9227
cd4_t_cell,yes,25.4861
cd4_t_cell,yes,27.7286
cd4_t_cell,yes,39.0896
cd4_t_cell,yes,32.4736
cd4_t_cell,yes,25.9367
cd4_t_cell,yes,33.8411
cd4_t_cell,yes,31.1269
cd4_t_cell,yes,23.5040
cd4_t_cell,yes,30.8181
cd4_t_cell,yes,28.8464
cd4_t_cell,yes,39.7129
cd4_t_cell,yes,33.4475
cd4_t_cell,yes,29.4673
cd4_t_cell,yes,35.1762
cd4_t_cell,yes,28.8207
cd4_t_cell,yes,28.8793
cd4_t_cell,yes,34.2614
cd4_t_cell,yes,36.0787
cd4_t_cell,yes,30.1794
cd4_t_cell,yes,31.2112
cd4_t_cell,yes,28.5659
cd4_t_cell,yes,32.0929
cd4_t_cell,yes,39.7369
cd4_t_cell,yes,27.3690
cd4_t_cell,yes,33.9612
cd4_t_cell,yes,31.6245
cd4_t_cell,yes,33.6175
cd4_t_cell,yes,34.7451
cd4_t_cell,yes,34.7262
cd4_t_cell,yes,26.4288
cd4_t_cell,yes,33.9762
cd4_t_cell,yes,31.6701
cd4_t_cell,yes,23.2464
cd4_t_cell,yes,32.2544
cd4_t_cell,yes,28.0334
cd4_t_cell,yes,31.1650
cd4_t_cell,yes,31.2260
cd4_t_cell,yes,45.4797
cd4_t_cell,yes,26.7972
cd4_t_cell,yes,28.3967
cd4_t_cell,yes,35.0984
cd4_t_cell,yes,36.2754
cd4_t_cell,yes,21.2456
cd4_t_cell,yes,29.0701
cd4_t_cell,yes,28.8817
cd4_t_cell,yes,22.6860
cd4_t_cell,yes,31.5840
cd4_t_cell,yes,37.6851
cd4_t_cell,yes,33.9145
cd4_t_cell,yes,21.2150
cd4_t_cell,yes,29.4251
cd4_t_cell,yes,33.3387
cd4_t_cell,yes,27.5079
cd4_t_cell,yes,41.7538
cd4_t_cell,yes,29.7350
cd4_t_cell,yes,22.6995
cd4_t_cell,yes,28.6854
cd4_t_cell,yes,26.4535
cd4_t_cell,yes,33.0867
cd4_t_cell,yes,35.5383
cd4_t_cell,yes,28.5711
cd4_t_cell,yes,36.1657
cd4_t_cell,yes,37.4147
cd4_t_cell,yes,28.3761
cd4_t_cell,yes,22.0434
cd4_t_cell,yes,28.4171
cd4_t_cell,yes,24.6807
cd4_t_cell,yes,26.2474
cd4_t_cell,yes,29.6628
cd4_t_cell,yes,25.1824
cd4_t_cell,yes,30.8907
cd4_t_cell,yes,28.9010
cd4_t_cell,yes,37.7791
cd4_t_cell,yes,28.3363
cd4_t_cell,yes,44.0566
cd4_t_cell,yes,28.6765
cd4_t_cell,yes,29.0023
cd4_t_cell,yes,25.6439
cd4_t_cell,yes,33.4740
cd4_t_cell,yes,27.5757
cd4_t_cell,yes,33.2675
cd4_t_cell,yes,29.3120
cd4_t_cell,yes,42.1328
cd4_t_cell,yes,27.0548
cd4_t_cell,yes,34.2030
cd4_t_cell,yes,27.8746
cd4_t_cell,yes,34.6683
cd4_t_cell,yes,23.5063
cd4_t_cell,yes,29.5623
cd4_t_cell,yes,34.5721
cd4_t_cell,yes,23.0284
cd4_t_cell,yes,29.3331
cd4_t_cell,yes,32.4571
cd4_t_cell,yes,26.3628
cd4_t_cell,yes,35.7909
cd4_t_cell,yes,27.3296
cd4_t_cell,yes,30.0885
cd4_t_cell,yes,23.6670
cd4_t_cell,yes,30.6239
cd4_t_cell,yes,30.0152
cd4_t_cell,yes,27.0106
cd4_t_cell,yes,26.7813
cd4_t_cell,yes,29.2300
cd4_t_cell,yes,25.2114
cd4_t_cell,yes,39.7942
cd4_t_cell,yes,26.8036
cd4_t_cell,yes,30.4457
cd4_t_cell,yes,31.2574
cd4_t_cell,yes,26.6571
cd4_t_cell,yes,24.7554
cd4_t_cell,yes,29.1990
cd4_t_cell,yes,22.4489
cd4_t_cell,yes,29.6250
cd4_t_cell,yes,37.8794
cd4_t_cell,yes,25.3545
cd4_t_cell,yes,29.6781
cd4_t_cell,yes,31.6589
cd4_t_cell,yes,37.8332
cd4_t_cell,yes,42.5708
cd4_t_cell,yes,31.5165
cd4_t_cell,yes,27.2769
cd4_t_cell,yes,35.0084
cd4_t_cell,yes,27.1751
cd4_t_cell,yes,32.8645
cd4_t_cell,yes,34.1810
cd4_t_cell,yes,23.3492
cd4_t_cell,yes,29.6340
cd4_t_cell,yes,31.6875
cd4_t_cell,yes,28.8419
cd4_t_cell,yes,21.7839
cd4_t_cell,yes,30.5550
cd4_t_cell,yes,32.9454
cd4_t_cell,yes,31.9937
cd4_t_cell,yes,34.0247
cd4_t_cell,yes,28.9334
cd4_t_cell,yes,25.9998
cd4_t_cell,yes,35.9463
cd4_t_cell,yes,32.3780
cd4_t_cell,yes,27.3310
cd4_t_cell,yes,31.7248
cd4_t_cell,yes,31.0567
cd4_t_cell,yes,24.6798
cd4_t_cell,yes,37.6262
cd4_t_cell,yes,28.6386
cd4_t_cell,yes,32.0833
cd4_t_cell,yes,43.2167
cd4_t_cell,yes,26.4542
cd4_t_cell,yes,33.9624
cd4_t_cell,yes,33.7976
cd4_t_cell,yes,29.1449
cd4_t_cell,yes,26.3859
cd4_t_cell,yes,29.6055
cd4_t_cell,yes,29.1532
cd4_t_cell,yes,22.2988
cd4_t_cell,yes,34.2932
cd4_t_cell,yes,27.4675
cd4_t_cell,yes,33.9557
cd4_t_cell,yes,46.6085
cd4_t_cell,yes,27.3098
cd4_t_cell,yes,30.3078
cd4_t_cell,yes,40.7991
cd4_t_cell,yes,35.8111
cd4_t_cell,yes,32.9829
cd4_t_cell,yes,30.2143
cd4_t_cell,yes,26.6646
cd4_t_cell,yes,27.4068
cd4_t_cell,yes,33.5721
cd4_t_cell,yes,26.1791
cd4_t_cell,yes,35.9603
cd4_t_cell,yes,22.7586
cd4_t_cell,yes,22.2718
cd4_t_cell,yes,35.2828
cd4_t_cell,yes,38.7744
cd4_t_cell,yes,31.3998
cd4_t_cell,yes,27.8428
cd4_t_cell,yes,28.8259
cd4_t_cell,yes,33.9607
cd4_t_cell,yes,31.0326
cd4_t_cell,yes,29.0998
cd4_t_cell,yes,30.9051
cd4_t_cell,yes,32.1014
cd4_t_cell,yes,31.2280
cd4_t_cell,yes,30.2500
cd4_t_cell,yes,29.1618
cd4_t_cell,yes,22.9633
cd4_t_cell,yes,32.6631
cd4_t_cell,yes,35.7608
cd4_t_cell,yes,34.0759
cd4_t_cell,yes,32.8936
cd4_t_cell,yes,22.3089
cd4_t_cell,yes,34.6193
cd4_t_cell,yes,31.8388
cd4_t_cell,yes,23.1996
cd4_t_cell,yes,36.4213
cd4_t_cell,yes,26.3757
cd4_t_cell,yes,29.8951
cd4_t_cell,yes,36.7482
cd4_t_cell,yes,43.4717
cd4_t_cell,yes,31.3292
cd4_t_cell,yes,27.9481
cd4_t_cell,yes,27.8821
cd4_t_cell,yes,30.0993
cd4_t_cell,yes,40.3168
cd4_t_cell,yes,19.3634
cd4_t_cell,yes,38.5407
cd4_t_cell,yes,31.5440
cd4_t_cell,yes,28.3948
cd4_t_cell,yes,33.3246
cd4_t_cell,yes,26.2312
cd4_t_cell,yes,35.0423
cd4_t_cell,yes,28.8796
cd4_t_cell,yes,31.2831
cd4_t_cell,yes,32.8968
cd4_t_cell,yes,19.5946
cd4_t_cell,yes,36.8562
cd4_t_cell,yes,25.3359
cd4_t_cell,yes,32.8044
cd4_t_cell,yes,29.5627
cd4_t_cell,yes,36.3396
cd4_t_cell,yes,32.1775
cd4_t_cell,yes,25.1819
cd4_t_cell,yes,36.4331
cd4_t_cell,yes,29.7033
cd4_t_cell,yes,32.8481
cd4_t_cell,yes,29.1046
cd4_t_cell,yes,36.8719
cd4_t_cell,yes,36.1050
cd4_t_cell,yes,24.6202
cd4_t_cell,yes,33.2466
cd4_t_cell,yes,21.7507
cd4_t_cell,yes,30.5570
cd4_t_cell,no,21.9827
cd4_t_cell,no,33.1856
cd4_t_cell,no,26.1511
cd4_t_cell,no,28.3831
cd4_t_cell,no,34.4123
cd4_t_cell,no,23.5820
cd4_t_cell,no,22.0171
cd4_t_cell,no,25.9195
cd4_t_cell,no,32.7239
cd4_t_cell,no,24.0148
cd4_t_cell,no,25.2722
cd4_t_cell,no,36.5372
cd4_t_cell,no,33.4938
cd4_t_cell,no,29.5476
cd4_t_cell,no,26.9282
cd4_t_cell,no,29.4752
cd4_t_cell,no,31.1204
cd4_t_cell,no,25.0079
cd4_t_cell,no,28.4583
cd4_t_cell,no,29.5204
cd4_t_cell,no,30.0118
cd4_t_cell,no,33.7007
cd4_t_cell,no,34.0433
cd4_t_cell,no,32.6486
cd4_t_cell,no,21.1774
cd4_t_cell,no,26.7279
cd4_t_cell,no,32.6371
cd4_t_cell,no,34.8080
cd4_t_cell,no,27.9911
cd4_t_cell,no,26.4101
cd4_t_cell,no,33.9737
cd4_t_cell,no,23.0862
cd4_t_cell,no,31.7731
cd4_t_cell,no,32.8301
cd4_t_cell,no,36.5527
cd4_t_cell,no,33.5568
cd4_t_cell,no,24.1579
cd4_t_cell,no,23.7546
cd4_t_cell,no,30.2533
cd4_t_cell,no,35.5532
cd4_t_cell,no,29.3068
cd4_t_cell,no,23.3890
cd4_t_cell,no,30.2277
cd4_t_cell,no,33.1807
cd4_t_cell,no,28.7242
cd4_t_cell,no,37.8911
cd4_t_cell,no,27.8589
cd4_t_cell,no,34.6494
cd4_t_cell,no,26.1632
cd4_t_cell,no,22.3448
cd4_t_cell,no,39.2597
cd4_t_cell,no,28.8794
cd4_t_cell,no,27.6029
cd4_t_cell,no,26.8313
cd4_t_cell,no,31.8167
cd4_t_cell,no,32.5155
cd4_t_cell,no,32.2101
cd4_t_cell,no,27.3708
cd4_t_cell,no,29.6316
cd4_t_cell,no,24.7792
cd4_t_cell,no,36.1811
cd4_t_cell,no,28.1173
cd4_t_cell,no,32.6470
cd4_t_cell,no,27.1751
cd4_t_cell,no,26.5600
cd4_t_cell,no,28.8759
cd4_t_cell,no,29.1669
cd4_t_cell,no,16.5915
cd4_t_cell,no,28.7028
cd4_t_cell,no,32.1681
cd4_t_cell,no,36.8796
cd4_t_cell,no,30.9260
cd4_t_cell,no,28.8078
cd4_t_cell,no,27.3294
cd4_t_cell,no,31.0242
cd4_t_cell,no,29.5423
cd4_t_cell,no,25.5039
cd4_t_cell,no,37.8157
cd4_t_cell,no,30.2291
cd4_t_cell,no,33.2663
cd4_t_cell,no,26.3997
cd4_t_cell,no,34.1130
cd4_t_cell,no,30.6910
cd4_t_cell,no,29.3537
cd4_t_cell,no,26.1062
cd4_t_cell,no,23.6641
cd4_t_cell,no,30.0699
cd4_t_cell,no,34.8508
cd4_t_cell,no,25.2585
cd4_t_cell,no,39.1050
cd4_t_cell,no,29.7884
cd4_t_cell,no,37.5407
cd4_t_cell,no,28.5991
cd4_t_cell,no,31.7876
cd4_t_cell,no,22.1089
cd4_t_cell,no,22.9059
cd4_t_cell,no,26.6599
cd4_t_cell,no,39.7076
cd4_t_cell,no,32.9929
cd4_t_cell,no,24.6873
cd4_t_cell,no,35.7642
cd4_t_cell,no,35.1601
cd4_t_cell,no,27.7610
cd4_t_cell,no,31.9319
cd4_t_cell,no,34.9494
cd4_t_cell,no,31.1665
cd4_t_cell,no,31.7547
cd4_t_cell,no,31.4488
cd4_t_cell,no,25.6097
cd4_t_cell,no,35.8641
cd4_t_cell,no,19.7432
cd4_t_cell,no,29.8853
cd4_t_cell,no,25.8038
cd4_t_cell,no,26.6465
cd4_t_cell,no,31.5387
cd4_t_cell,no,39.0838
cd4_t_cell,no,30.7347
cd4_t_cell,no,30.8732
cd4_t_cell,no,25.9348
cd4_t_cell,no,33.3560
cd4_t_cell,no,29.4906
cd4_t_cell,no,34.9443
cd4_t_cell,no,31.0779
cd4_t_cell,no,28.1044
cd4_t_cell,no,32.6605
cd4_t_cell,no,27.9379
cd4_t_cell,no,21.7430
cd4_t_cell,no,30.6989
cd4_t_cell,no,26.4564
cd4_t_cell,no,23.8083
cd4_t_cell,no,35.6286
cd4_t_cell,no,32.8065
cd4_t_cell,no,24.6920
cd4_t_cell,no,39.6269
cd4_t_cell,no,25.8574
cd4_t_cell,no,25.7014
cd4_t_cell,no,27.1365
cd4_t_cell,no,31.5139
cd4_t_cell,no,28.4982
cd4_t_cell,no,28.7011
cd4_t_cell,no,26.1103
cd4_t_cell,no,31.9845
cd4_t_cell,no,24.7132
cd4_t_cell,no,24.7391
cd4_t_cell,no,30.8759
cd4_t_cell,no,25.4413
cd4_t_cell,no,23.6819
cd4_t_cell,no,33.1196
cd4_t_cell,no,26.0603
cd4_t_cell,no,32.2260
cd4_t_cell,no,39.5143
cd4_t_cell,no,26.5895
cd4_t_cell,no,37.1018
cd4_t_cell,no,24.5665
cd4_t_cell,no,31.2973
cd4_t_cell,no,27.5312
cd4_t_cell,no,32.3380
cd4_t_cell,no,36.5731
cd4_t_cell,no,30.3910
cd4_t_cell,no,23.9488
cd4_t_cell,no,25.8259
cd4_t_cell,no,34.6965
cd4_t_cell,no,31.6907
cd4_t_cell,no,27.3780
cd4_t_cell,no,34.8056
cd4_t_cell,no,22.6107
cd4_t_cell,no,21.5137
cd4_t_cell,no,38.8863
cd4_t_cell,no,29.0963
cd4_t_cell,no,30.1596
cd4_t_cell,no,25.4567
cd4_t_cell,no,30.8989
cd4_t_cell,no,27.8504
cd4_t_cell,no,29.2451
cd4_t_cell,no,27.5768
cd4_t_cell,no,24.1841
cd4_t_cell,no,36.3305
cd4_t_cell,no,32.9958
cd4_t_cell,no,29.2287
cd4_t_cell,no,26.8953
cd4_t_cell,no,37.0068
cd4_t_cell,no,27.9236
cd4_t_cell,no,22.4711
cd4_t_cell,no,34.4201
cd4_t_cell,no,32.6213
cd4_t_cell,no,27.5067
cd4_t_cell,no,28.9370
cd4_t_cell,no,32.2109
cd4_t_cell,no,26.3523
cd4_t_cell,no,20.4633
cd4_t_cell,no,22.5827
cd4_t_cell,no,32.9020
cd4_t_cell,no,32.1558
cd4_t_cell,no,19.0462
cd4_t_cell,no,32.3486
cd4_t_cell,no,27.8440
cd4_t_cell,no,41.1130
cd4_t_cell,no,25.4928
cd4_t_cell,no,34.0562
cd4_t_cell,no,36.0585
cd4_t_cell,no,33.6053
cd4_t_cell,no,29.2638
cd4_t_cell,no,40.1858
cd4_t_cell,no,21.8443
cd4_t_cell,no,23.2922
cd4_t_cell,no,31.2360
cd4_t_cell,no,27.2714
cd4_t_cell,no,26.1619
cd4_t_cell,no,33.1310
cd4_t_cell,no,26.8248
cd4_t_cell,no,35.3188
cd4_t_cell,no,29.8913
cd4_t_cell,no,25.9895
cd4_t_cell,no,32.9598
cd4_t_cell,no,26.3570
cd4_t_cell,no,27.7617
cd4_t_cell,no,34.3846
cd4_t_cell,no,37.0742
cd4_t_cell,no,34.6124
cd4_t_cell,no,29.5519
cd4_t_cell,no,29.2366
cd4_t_cell,no,30.6790
cd4_t_cell,no,36.6978
cd4_t_cell,no,30.6140
cd4_t_cell,no,40.0099
cd4_t_cell,no,26.7793
cd4_t_cell,no,26.0138
cd4_t_cell,no,40.7757
cd4_t_cell,no,33.8521
cd4_t_cell,no,32.4848
cd4_t_cell,no,28.1153
cd4_t_cell,no,25.2885
cd4_t_cell,no,26.4825
cd4_t_cell,no,30.1996
cd4_t_cell,no,25.9860
cd4_t_cell,no,27.9425
cd4_t_cell,no,29.1287
cd4_t_cell,no,32.5396
cd4_t_cell,no,28.7015
cd4_t_cell,no,31.2656
cd4_t_cell,no,26.3831
cd4_t_cell,no,26.3969
cd4_t_cell,no,20.2235
cd4_t_cell,no,30.8519
cd4_t_cell,no,34.3314
cd4_t_cell,no,42.8586
cd4_t_cell,no,26.6061
cd4_t_cell,no,35.0859
cd4_t_cell,no,23.4354
cd4_t_cell,no,34.4337
cd4_t_cell,no,23.3290
cd4_t_cell,no,31.2059
cd4_t_cell,no,36.1335
cd4_t_cell,no,29.1168
cd4_t_cell,no,29.6677
cd4_t_cell,no,22.5020
cd4_t_cell,no,29.4079
cd4_t_cell,no,35.8316
cd4_t_cell,no,33.7926
cd4_t_cell,no,27.2094
cd4_t_cell,no,33.0108
cd4_t_cell,no,26.9725
cd4_t_cell,no,27.6010
cd4_t_cell,no,32.5376
cd4_t_cell,no,26.1322
cd4_t_cell,no,31.3600
cd4_t_cell,no,34.5021
cd4_t_cell,no,28.9803
cd4_t_cell,no,31.7032
cd4_t_cell,no,24.6470
cd4_t_cell,no,19.9338
cd4_t_cell,no,34.8995
cd4_t_cell,no,30.2525
cd4_t_cell,no,31.0772
cd4_t_cell,no,24.9234
cd4_t_cell,no,30.7706
cd4_t_cell,no,29.1777
cd4_t_cell,no,25.4351
cd4_t_cell,no,37.1311
cd4_t_cell,no,24.9558
cd4_t_cell,no,25.1260
cd4_t_cell,no,35.1960
cd4_t_cell,no,39.4199
cd4_t_cell,no,23.6171
cd4_t_cell,no,23.7181
cd4_t_cell,no,22.6813
cd4_t_cell,no,36.4340
cd4_t_cell,no,30.9125
cd4_t_cell,no,32.3201
cd4_t_cell,no,28.3249
cd4_t_cell,no,27.7643
cd4_t_cell,no,31.7924
cd4_t_cell,no,25.8963
cd4_t_cell,no,25.7453
cd4_t_cell,no,29.8332
cd4_t_cell,no,34.6383
cd4_t_cell,no,26.2598
cd4_t_cell,no,31.3984
cd4_t_cell,no,31.8222
cd4_t_cell,no,25.9827
cd4_t_cell,no,28.1767
cd4_t_cell,no,30.6486
cd4_t_cell,no,32.8009
cd4_t_cell,no,30.5268
cd4_t_cell,no,16.1502
cd4_t_cell,no,26.3232
cd4_t_cell,no,30.9973
cd4_t_cell,no,33.1115
cd4_t_cell,no,30.5570
cd4_t_cell,no,22.6803
cd4_t_cell,no,34.4347
cd4_t_cell,no,34.2868
cd4_t_cell,no,29.9151
cd4_t_cell,no,29.1065
cd4_t_cell,no,22.5823
cd4_t_cell,no,33.7719
cd4_t_cell,no,23.9833
cd4_t_cell,no,31.3879
cd4_t_cell,no,28.3772
cd4_t_cell,no,37.8080
cd4_t_cell,no,29.9737
cd4_t_cell,no,30.9585
cd4_t_cell,no,16.1599
cd4_t_cell,no,27.3514
cd4_t_cell,no,23.3269
cd4_t_cell,no,21.6580
cd4_t_cell,no,18.3222
cd4_t_cell,no,33.5074
cd4_t_cell,no,25.3617
cd4_t_cell,no,33.5843
cd4_t_cell,no,41.3823
cd4_t_cell,no,27.0046
cd4_t_cell,no,32.2073
cd4_t_cell,no,32.9074
cd4_t_cell,no,32.0853
cd4_t_cell,no,25.7709
cd4_t_cell,no,39.3313
cd4_t_cell,no,34.7482
cd4_t_cell,no,32.5828
cd4_t_cell,no,26.3527
cd4_t_cell,no,23.8001
cd4_t_cell,no,28.5435
cd4_t_cell,no,27.1692
cd4_t_cell,no,24.9070
cd4_t_cell,no,22.8352
cd4_t_cell,no,23.0135
cd4_t_cell,no,36.6696
cd4_t_cell,no,26.8382
cd4_t_cell,no,28.7805
cd4_t_cell,no,31.4532
cd4_t_cell,no,37.0650
cd4_t_cell,no,30.3697
cd4_t_cell,no,31.6189
cd4_t_cell,no,23.5292
cd4_t_cell,no,27.8759
cd4_t_cell,no,33.1956
cd4_t_cell,no,24.9332
cd4_t_cell,no,32.7566
cd4_t_cell,no,28.9163
cd4_t_cell,no,25.3397
cd4_t_cell,no,36.5457
cd4_t_cell,no,31.6620
cd4_t_cell,no,22.7468
cd4_t_cell,no,29.4354
cd4_t_cell,no,32.0933
cd4_t_cell,no,29.4696
cd4_t_cell,no,27.7956
cd4_t_cell,no,39.5641
cd4_t_cell,no,38.7271
cd4_t_cell,no,32.1500
cd4_t_cell,no,34.5632
cd4_t_cell,no,25.2097
cd4_t_cell,no,28.9645
cd4_t_cell,no,24.8356
cd4_t_cell,no,24.9615
cd4_t_cell,no,35.8781
cd4_t_cell,no,31.8635
cd4_t_cell,no,36.9867
cd4_t_cell,no,34.2302
cd4_t_cell,no,38.7815
cd4_t_cell,no,36.2215
cd4_t_cell,no,37.1336
cd4_t_cell,no,25.3092
cd4_t_cell,no,30.7979
cd4_t_cell,no,27.4607
cd4_t_cell,no,23.2458
cd4_t_cell,no,21.9361
cd4_t_cell,no,25.7437
cd4_t_cell,no,24.2635
cd4_t_cell,no,27.7405
cd4_t_cell,no,23.9572
cd4_t_cell,no,33.0443
cd4_t_cell,no,34.7175
cd4_t_cell,no,32.5645
cd4_t_cell,no,28.4747
cd4_t_cell,no,30.6578
cd4_t_cell,no,27.8672
cd4_t_cell,no,31.1560
cd4_t_cell,no,35.0734
cd4_t_cell,no,33.2452
cd4_t_cell,no,21.2968
cd4_t_cell,no,37.2759
cd4_t_cell,no,29.8085
cd4_t_cell,no,22.7819
cd4_t_cell,no,32.7518
cd4_t_cell,no,26.6791
cd4_t_cell,no,29.3036
cd4_t_cell,no,25.9163
cd4_t_cell,no,25.0038
cd4_t_cell,no,33.3700
cd4_t_cell,no,33.7783
cd4_t_cell,no,34.9306
cd4_t_cell,no,29.9018
cd4_t_cell,no,28.9533
cd4_t_cell,no,18.8414
cd4_t_cell,no,28.5601
cd4_t_cell,no,25.7725
cd4_t_cell,no,38.3790
cd4_t_cell,no,39.2748
cd4_t_cell,no,23.9324
cd4_t_cell,no,27.1966
cd4_t_cell,no,26.4280
cd4_t_cell,no,26.7919
cd4_t_cell,no,35.5974
cd4_t_cell,no,33.8963
cd4_t_cell,no,29.6342
cd4_t_cell,no,35.9608
cd4_t_cell,no,33.6313
cd4_t_cell,no,29.9003
cd4_t_cell,no,25.6663
cd4_t_cell,no,32.3551
cd4_t_cell,no,19.5038
cd4_t_cell,no,27.1340
cd4_t_cell,no,29.6725
cd4_t_cell,no,32.7754
cd4_t_cell,no,34.1609
cd4_t_cell,no,36.1937
cd4_t_cell,no,29.2843
cd4_t_cell,no,38.4018
cd4_t_cell,no,37.4767
cd4_t_cell,no,33.0951
cd4_t_cell,no,24.8232
cd4_t_cell,no,36.0690
cd4_t_cell,no,32.9159
cd4_t_cell,no,30.4305
cd4_t_cell,no,25.5396
cd4_t_cell,no,30.9062
cd4_t_cell,no,27.9944
cd4_t_cell,no,35.6597
cd4_t_cell,no,29.0277
cd4_t_cell,no,41.9835
cd4_t_cell,no,40.9346
cd4_t_cell,no,28.2423
cd4_t_cell,no,30.7522
cd4_t_cell,no,31.2104
cd4_t_cell,no,34.7417
cd4_t_cell,no,35.0991
cd4_t_cell,no,37.1976
cd4_t_cell,no,28.0314
cd4_t_cell,no,32.8822
cd4_t_cell,no,36.5798
cd4_t_cell,no,30.7072
cd4_t_cell,no,25.0955
cd4_t_cell,no,24.3013
cd4_t_cell,no,28.1492
cd4_t_cell,no,37.7756
cd4_t_cell,no,24.0970
cd4_t_cell,no,31.2562
cd4_t_cell,no,34.4228
cd4_t_cell,no,26.2257
cd4_t_cell,no,35.3062
cd4_t_cell,no,33.8100
cd4_t_cell,no,30.2961
cd4_t_cell,no,23.5294
cd4_t_cell,no,43.0578
cd4_t_cell,no,27.1983
cd4_t_cell,no,30.6633
cd4_t_cell,no,25.8473
cd4_t_cell,no,25.5946
cd4_t_cell,no,32.7539
cd4_t_cell,no,29.3658
cd4_t_cell,no,24.4951
cd4_t_cell,no,37.4463
cd4_t_cell,no,21.9497
cd4_t_cell,no,29.1545
cd4_t_cell,no,24.8687
cd4_t_cell,no,31.7764
cd4_t_cell,no,30.0134
cd4_t_cell,no,26.2548
cd4_t_cell,no,33.0971
cd4_t_cell,no,20.8308
cd4_t_cell,no,33.3276
cd4_t_cell,no,32.7711
cd4_t_cell,no,27.8117
cd4_t_cell,no,35.5574
cd4_t_cell,no,27.3698
cd4_t_cell,no,31.4967
cd4_t_cell,no,25.5060
cd4_t_cell,no,29.2282
cd4_t_cell,no,31.7482
cd4_t_cell,no,33.4321
cd4_t_cell,no,32.2976
cd4_t_cell,no,38.4253
cd4_t_cell,no,34.8082
cd4_t_cell,no,25.6539
cd4_t_cell,no,27.0486
cd4_t_cell,no,35.1692
cd4_t_cell,no,19.6941
cd4_t_cell,no,22.9206
cd4_t_cell,no,36.9059
cd4_t_cell,no,35.0322
cd4_t_cell,no,32.2396
cd4_t_cell,no,30.6942
cd4_t_cell,no,32.5415
cd4_t_cell,no,27.8265
cd4_t_cell,no,30.4437
cd4_t_cell,no,34.9199
cd4_t_cell,no,29.1397
cd4_t_cell,no,41.4753
cd4_t_cell,no,32.1773
cd4_t_cell,no,29.0908
cd4_t_cell,no,36.5233
cd4_t_cell,no,24.9133
cd4_t_cell,no,35.6588
cd4_t_cell,no,20.6850
cd4_t_cell,no,33.1260
cd4_t_cell,no,27.1930
cd4_t_cell,no,25.7764
